class_index,review_text
2,far less about the horrifying historical reality
2,it all
3,large rewards
3,difficult to spot the culprit early-on in this predictable thriller
3,be mildly amusing
3,managed to convey a tiny sense of hope
2,subtitled costume drama
2,the cornpone and the Cosa Nostra
3,Soderbergh is n't afraid to try any genre and to do it his own way .
2,has already reached its expiration date .
2,that are married for political reason
2,suffering a sense-of-humour failure
2,back in the Dahmer heyday of the mid - '90s
2,causes of anti-Semitism ever seen on screen
1,looked like as a low-budget series on a UHF channel
2,'s not quite the genre-busting film it 's been hyped to be because it plays everything too safe
2,shoulders its philosophical burden
2,in storytelling usually found in anime like this
2,good with people
3,on the delicious pulpiness of its lurid fiction
2,a full-fledged sex addict
2,Most thrillers
2,gel .
2,secret 's
3,thoughtful screenplay
4,A film that will probably please people
1,'s not wallowing in hormonal melodrama
2,the movie around them
1,average television
3,takes off in totally unexpected directions
1,They presume their audience wo n't sit still for a sociology lesson
2,the long-suffering heroine
2,scrapbook
3,resurrecting performers who rarely work in movies now ...
1,seem smug and cartoonish
3,its pathos-filled but ultimately life-affirming finale
2,its New England characters
2,lead Ralph Fiennes
1,the worst movies of the year
2,And I expect much more from a talent as outstanding as director Bruce McCulloch .
2,projection
4,the heart-pounding suspense of a stylish psychological thriller
2,The plot
2,respecting other cultures
2,in Murder
2,accuse
2,Charlotte 's web
2,women 's films
2,punch lines
3,an honest and loving one
1,that it has n't gone straight to video
2,lovers
2,puts the kibosh on what is otherwise a sumptuous work of B-movie imagination
1,so distant
3,the action as gripping
2,A devastating indictment of unbridled greed and materalism
0,say mean things and shoot a lot of bullets
3,Simultaneously heartbreakingly beautiful
4,fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte
2,on spousal abuse
3,improved upon the first and
3,to rush to the theatre for this one
3,oozes craft .
3,I Killed My Father compelling
2,ghost story
3,An intoxicating
3,live up to material
2,Afterschool
2,the movie 's conception
1,represents Adam Sandler 's latest attempt to dumb down the universe
3,an unabashed sense of good old-fashioned escapism
2,their way
3,a fun and funky look into an artificial creation in a world that thrives on artificiality
2,Let 's face it
1,least favourite
3,memorable zingers
1,soullessness
3,pure movie
2,Most folks
2,David Presson
2,my attention
4,have n't laughed that hard in years
3,still fun and enjoyable and so aggressively silly
3,a fascinating curiosity piece -- fascinating
2,the symbiotic relationship between art and life
2,a rat burger
2,Dustin Hoffman
3,photographic marvel
1,the many inconsistencies
3,topnotch foursome
2,'' range
1,rejected must have been astronomically bad
3,sometimes hilarious -RRB-
3,she loves them to pieces
3,the core in a film you will never forget -- that you should never forget
1,demons
2,distill it
3,just enough sweet and traditional romantic comedy to counter the crudity
2,Highly
2,be ignored
2,The Trials of Henry Kissinger
1,full flush
3,made a more sheerly beautiful film
1,wo n't win many fans over the age of 12
2,Catholics
1,forgotten everything he ever knew about generating suspense
2,Samuel Beckett
3,anchor the film in a very real and amusing give-and-take .
3,zany '
3,are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D
3,almost seems like a documentary in the way
2,trajectory
1,'s kinda dumb
4,be rewarded with some fine acting
2,loaded
2,Gambling and
0,with a stuttering script
2,... passable enough for a shoot-out in the o.k. court house of life type of flick .
2,narrow
3,sexy razzle-dazzle
2,tenderness required to give this comic slugfest some heart
3,the power of poetry and passion
2,things turn nasty and tragic during the final third of the film
1,those films that requires the enemy to never shoot straight
2,Jersey
1,are dampened by a lackluster script and substandard performances
2,The Scarlet Letter
3,clarity and deeply
2,pair
3,some intriguing questions about the difference between human and android life
2,reminded me a lot of Memento
1,'s hard to imagine a more generic effort in the genre .
2,off the page
2,on movie-specific cliches
1,while ringing cliched to hardened indie-heads
2,Adrien Brody
2,a Funeral and Bridget Jones 's Diary
2,Combine
2,the marginal members
2,wanted more
2,watching the skies for his next project
3,that made up for its rather slow beginning by drawing me into the picture
0,Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .
2,make Love a joy to behold
2,'m not saying that Ice Age does n't have some fairly pretty pictures
2,is n't really one of resources .
2,in the last 20 minutes
2,will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals
3,perfectly executed and
1,more silly than scary
2,can hide a weak script .
2,still finds himself
2,believe that anyone in his right mind would want to see the it
2,second-guess your affection for the original
3,than its fair share of saucy
2,like The Ghost and Mr. Chicken
4,Sleek and arty
2,such a mountain
2,concert footage
2,in which Eddie Murphy deploys two
1,A sour attempt
2,released in the U.S.
2,a pedestal
3,what he could make with a decent budget
0,awful complications
2,subscription
3,earnest inquiries
2,No one involved
1,top-heavy
4,one of those rare docs that paints a grand picture of an era and makes the journey feel like a party
1,drown out the tinny self-righteousness of his voice
2,the scariest
2,'m Going Home is so slight
2,Attal 's hang-ups surrounding infidelity
3,a fully developed story
2,bringing off
2,a hundred times
2,for ourselves
2,Russell
4,The writing is clever
2,the discovery of the wizard of God
4,enjoy the movie
3,'s to this film 's -LRB- and its makers ' -RRB- credit that we believe that that 's exactly what these two people need to find each other -- and themselves
3,unusual homes
2,at 66
2,never game his victims
2,T-shirt
3,well-told
2,even touching
2,obvious reasons
2,monster
3,deserves recommendation
3,of a movie that defies classification and is as thought-provoking as it
3,true to its source material
2,und drung
3,that at its best
3,revelation
2,would slip under the waves .
2,alive to witness first-time director
3,line between passion and pretence .
0,seriously dumb characters
1,has little enthusiasm for such antique pulp
1,skidding
2,a movie saddled with an amateurish screenplay
2,to character development
2,hoping the nifty premise
2,rival vintage Looney Tunes
2,the filmmakers are asking of us
2,quivering kid
2,that crosses sexual identity
2,personal identity
4,A delightful stimulus for the optic nerves
2,helping
3,terrific special effects and funnier gags
2,a phonograph record
3,gender-war ideas original
0,bungle their way through the narrative as if it were a series of Bible parables and not an actual story .
2,help -- or hurt
2,of arty theorizing
2,of its effects to make up for the ones that do n't come off
2,Raymond J. Barry
2,after another in this supposedly funny movie
0,terrible film
2,the basic plot of `` Lilo ''
1,all things insipid
2,of the actors
1,too late
2,An alternately raucous and sappy ethnic sitcom ...
2,a second
2,with plenty
2,the director 's cut
1,lightness and strictness
2,a bumbling American in Europe
2,Friday
2,into the proceedings
2,seen everywhere
2,about Blade
1,surrealist
2,-LRB- particularly for JFK conspiracy nuts -RRB-
2,an ignored people
2,The real charm of this trifle
0,stale and uninspired .
2,it never melts .
1,might drive you crazy
2,performed
1,eerily convincing as this bland blank of a man with unimaginable demons
2,This movie has the usual impossible stunts
2,the same olives since 1962
2,Broomsticks
1,one-dimensional
2,are so
2,Ah-nuld
2,get further and further apart .
3,An impeccable study in perversity .
2,Into That Good Theatre
2,low-key manner
2,could use a few good laughs .
2,own simplicity
1,this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work
2,to it all
3,struggles of the working class to life
2,this fairly parochial melodrama
2,the trademark
2,'m sure
2,will feel they suffer the same fate
0,morbid
2,Lookin
2,Star Wars fans
4,can do no wrong with Jason X.
2,classicism or
3,a massive infusion of old-fashioned Hollywood magic
2,a ride
2,astute
1,sadly proving once again ego does n't always go hand in hand with talent
2,this movie 's lack
1,dumb drug jokes and
2,we
1,should pay reparations to viewers
3,due to its rapid-fire delivery and enough inspired
2,to forgive its mean-spirited second half
2,the way cultural differences and emotional expectations collide
3,decent material
3,A sentimental hybrid
2,need to be a hip-hop fan to appreciate Scratch
3,draw people together across the walls that might otherwise separate them
2,its purpose was
3,lasting impression
2,on the upscale lifestyle
2,does elect to head off in its own direction
2,to catalog every bodily fluids gag in There 's Something About Mary and devise a parallel clone-gag
2,Thewlis
1,might not have noticed
2,to muster a lot of emotional resonance in the cold vacuum of space
2,Imax films
2,Black Hawk Down and
2,The direction
2,a Randall Wallace film from any other
2,during your screening
2,substitute volume and primary colors for humor and bite .
2,Britney Spears '
1,be as lonely and needy
3,stylish sizzle
2,associations you choose to make
3,French coming-of-age import
2,the pantheon of wreckage
2,to Break Your Heart
2,could almost be classified as a movie-industry satire
3,A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her .
2,Enticing
2,the experience of actually watching the movie
3,Hawaiian shirt
3,its drastic iconography
1,little else of consequence
2,of what
3,A fantastically vital movie that manages to invest real humor
2,your disbelief
2,virtual
2,for Love -- very much a Hong Kong movie
2,that does n't feel like a half-baked stand-up routine
2,erotic cannibal movie
3,in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line
1,The film 's most improbable feat ?
2,their parents '
2,time living
3,A captivatingly quirky hybrid
1,step wrong
1,The obnoxious special effects
2,a cold old man
2,prison flick
2,made a movie about a vampire
2,reluctant villain
0,hitting your head on the theater seat in front of you when you doze off thirty minutes into the film
3,picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .
3,a promising work-in-progress
2,rests in the relationship between Sullivan and his son .
1,distanced us from the characters
3,fantastic visual trope
2,discreet
1,wrapping the theater in a cold blanket of urban desperation
2,of this trifle
2,Dogma
2,languorous
2,Zucker
2,sanity
2,about isolation
3,this rich and luscious
3,are able to accomplish
2,seeking anyone
2,show virtually no understanding of it
1,the victims
2,producers
3,The warnings to resist temptation in this film
2,Maelstrom
2,This new movie version
3,it 's still entertaining to watch the target practice .
2,has not withered during his enforced hiatus
2,narrative bluffs
1,the film settles too easily along the contours of expectation
2,offers escapism without requiring a great deal of thought
2,changing taste and attitude
3,would be a welcome improvement
2,final effect
3,done his subject justice
1,died a matter of weeks
2,fantasy story
3,sunny disposition
2,have been a cutting Hollywood satire
2,go through
0,is sordid and disgusting
1,might have guessed
1,become wearisome
2,Bubble
2,computer industry
1,this did n't connect with me would require another viewing
1,bogus
0,tiresome ugliness
3,this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .
3,surprisingly faithful
2,in favour of an altogether darker side
2,two regarding life
3,playwriting
1,a dirty old man
2,for the original
2,its recent predecessor
2,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator
2,a little sticky and unsatisfied
2,handiwork
2,giving us
2,Hawaiian
2,jokester
3,a complex web
2,Tadpole
3,a lot better
2,dewy-eyed sentiment
1,ca n't even do that much .
3,dilutes the potency of otherwise respectable action
2,asparagus
3,of a poetic
1,At best this is a film for the under-7 crowd .
4,The Bard as black comedy -- Willie would have loved it .
1,what could have
2,be of interest primarily
3,is funny and looks professional .
4,'s always fascinating to watch Marker the essayist at work .
2,in the lobby
0,ugly to look at and not a Hollywood product
2,than punishment
2,doing all that much to correct them
2,reminding us
1,unimaginable horror
1,a lack
2,provided there 's lots of cute animals and clumsy people
2,?
2,Karen Black
2,threshold
3,a bonus feature
1,loses some of the intensity that made her an interesting character to begin with
3,beginnings
2,Beck 's
2,another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .
2,as you 're wearing the somewhat cumbersome 3D goggles
3,often surprising
2,one thing to read about
2,redeeming value whatsoever
1,a low-budget series
2,pointed
2,polemical allegory
3,'s so striking about Jolie 's performance
2,come to believe that Nachtwey hates the wars he shows and empathizes with the victims he reveals .
2,can not adequately
2,glacial pacing
2,bursts of automatic gunfire
2,hardly over
2,of Jonathan Swift
1,shreds the fabric of the film
2,comic timing
2,Kevin Smith
1,plot holes
2,a thin line
2,offer you precisely this in recompense : A few early laughs scattered around a plot as thin as it is repetitious
2,the dutiful precision
1,is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .
2,come with a subscription to ESPN the Magazine
2,have seen before
2,knowing your identity
2,in light of his recent death
2,Ka Fai
2,attempted here
3,that everyone can enjoy
2,Some people want the ol' ball-and-chain
1,unfocused screenplay
1,believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action
4,clever and very satisfying picture
2,like you ate a Reeses without the peanut butter
2,comic buttons
2,the class
2,psychological drama
3,mean it 's good enough for our girls
1,feels painfully redundant and inauthentic
3,If you 're willing to have fun with it
3,has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...
2,in their relationships
2,is unwavering and arresting
2,-LRB- their lamentations are pretty much self-centered -RRB-
1,Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say
1,shooting itself in the foot
2,thinks he 's making Dog Day Afternoon with a cause
2,come face-to-face with a couple dragons
2,than routine
2,be a good -LRB- successful -RRB- rental
2,Demme 's good films
3,as comfort food often can
2,'s a lot of tooth in Roger Dodger .
1,to live out and carry on their parents ' anguish
1,a downer and
2,a slightly more literate filmgoing audience
2,it would have felt like a cheat
1,will most likely doze off during this one
2,it maintains a cool distance from its material that is deliberately unsettling
2,about a very human one
2,of water-bound action
2,one-room
3,would be forgettable if it were n't such a clever adaptation of the bard 's tragic play
2,This is NOT a retread of `` Dead Poets ' Society . ''
0,posing as a real movie .
0,want my money back
2,the Kafkaesque
2,All About Lily Chou Chou
2,advised
3,showing honest emotions .
2,on display
2,wreaks of routine
3,is so different from The Apple and so striking
1,If routine action and jokes like this are your cup of tea
3,rise above its disgusting source material
2,the zip
1,misdemeanor
2,home video market
1,get to an imitation movie
2,rejigger Fatal Attraction
2,a depleted yesterday feel very much like a brand-new tomorrow
2,certain part
2,call attention
2,a bunch of Allied soldiers
1,slathered on crackers and served as a feast of bleakness
2,interested in knowing any of them personally
4,is both convincing and radiant
3,intense and engrossing
2,Hunter Steve Irwin
1,of how Sandler is losing his touch
2,looks and feels
1,becomes predictably conventional .
2,Paul Thomas Anderson
2,too optimistic
1,found myself growing more and more frustrated and detached as Vincent became more and more abhorrent
2,feels a bit anachronistic
2,a freshman fluke
1,It 's surprisingly bland despite the heavy doses of weird performances and direction .
2,Shot largely in small rooms
3,and resourceful hero
2,those rare films
2,soothe
3,long on glamour
2,in song
3,The riveting performances
2,Irvine Welsh 's
3,been the ultimate IMAX trip
3,guessing plot and an affectionate take on its screwed-up characters
2,the prospect of films like Kangaroo Jack about to burst across America 's winter movie screens
3,loving yet unforgivingly inconsistent depiction
2,public restroom
2,Maid in Manhattan might not look so appealing on third or fourth viewing down the road ...
2,some outrageously creative action in The Transporter ... -LRB- b -RRB- ut by the time Frank parachutes down onto a moving truck
2,is so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film .
2,to the sci-fi genre
3,as I Know What You Did Last Winter
1,The film may not hit as hard as some of the better drug-related pictures
3,flawed but engrossing
1,is not it
1,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen
4,will enjoy it
3,The Dangerous Lives of Altar Boys ' take on adolescence feels painfully true .
4,a beautiful film
1,is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .
1,Murder by Numbers fits the profile too closely .
2,articulates a flood of emotion
0,It 's a road-trip drama with too many wrong turns .
2,receive a UN inspector
2,a setup so easy
2,Ensemble movies
0,may just end up trying to drown yourself in a lake afterwards .
2,found myself more appreciative of what the director was trying to do than of what he had actually done
3,#NOM?
2,seen George Roy Hill 's 1973 film
2,it 's a comedy
2,when the guarded
2,neo-Nazism than a probe into the nature of faith
4,that makes the formula fresh again
1,taste for `` shock humor '' will wear thin on all
4,Still rapturous after all these years
0,in a long time that made me want to bolt the theater in the first 10 minutes
2,aversion
2,the war between art and commerce
1,prissy
2,fit in and gain the unconditional love she seeks
1,lacked
2,at his own joke
3,anchoring the characters in the emotional realities of middle age
1,be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows
3,Your appreciation of it
1,is less concerned with cultural and political issues than doting on its eccentric characters .
3,is bright and flashy in all the right ways .
2,avoids
3,into the 21st
1,misanthropic stuff
2,If anything
2,Zemeckis
1,lack the nerve ...
2,suggests a superior moral tone is more important
3,uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them
2,'s a symptom
1,is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .
2,be mythic
2,say `` hi ''
4,eye-catching
3,elegant technology for the masses --
4,of purpose
2,of Being Earnest movie
2,be far more interesting to the Soderbergh faithful
3,the buttons
2,his band
3,-LRB- Woo 's -RRB- most resonant film since The Killer .
3,survives intact in BV 's re-voiced version .
2,This in-depth study
2,for a sociology lesson
2,Half Past Dead
2,the floppy hair and
0,few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending
2,what-if premise
2,a recent movie
2,-LRB- Barry -RRB-
4,should see it as soon as possible
2,-LRB- Eyre 's -RRB-
2,flick for guys
2,movies years ago
2,issues ''
2,then without in any way demeaning its subjects
2,its violence
2,a whole lot of plot
3,two cinematic icons
2,The truth about Charlie
2,scathing portrayal
2,Jordan Brady 's direction
3,Juliette Binoche 's Sand is vivacious
3,Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids .
4,to warm the hearts of animation enthusiasts of all ages
2,Homeric
3,A bodice-ripper for intellectuals
1,plodding
1,the slack complacency
2,intriguingly
3,nevertheless will leave fans clamoring for another ride
2,rapidly absorbed
3,the original hit movie
4,more often than not hits the bullseye
2,least demanding
2,Just a bunch
1,lacks visual flair
2,from Elfriede Jelinek 's novel
2,is just the proof
2,leader Fidel Castro
1,'s nothing resembling a spine here
4,always entertaining
1,cast is painful to watch
2,a young man 's battle
2,in impossibly contrived situations
4,the film is well under way -- and yet it 's hard to stop watching
2,of lower-class London life
2,represents some sort of beacon of hope
2,cartoonish as the screenplay
2,Bartlett 's hero
1,painfully aware of their not-being
2,even cranky adults
3,The Last Kiss is really all about performances .
2,the point of distraction
1,cheapo animation
2,battlefield
2,a half dozen young Turks
1,saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate
2,trivializing
2,to help people endure almost unimaginable horror
2,Tells
4,the best films of the year
0,So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .
3,sustain interest
1,tanks
2,a whole bunch of Snowball 's cynicism to cut through the sugar coating
2,only Bond
2,formulaic and
4,is a treat .
2,those little steaming cartons
3,The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .
1,undercuts the joie de vivre even as he creates
3,style and
1,to have bitterly forsaken
2,Swedish film
2,than most of the writing in the movie
1,owes enormous debts
2,Bale
3,manages a neat trick
2,weighed
3,naturalistic '
2,in this crazy life
0,forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting
4,is one of this year 's very best pictures
2,Kissinger 's
2,an appropriate minimum of means
1,it The Adventures of Direct-to-Video Nash
2,delivering a dramatic slap in the face that 's simultaneously painful and refreshing
1,-LRB- Moore 's -RRB- better at fingering problems than finding solutions .
2,undertaking
3,more emotional force
1,a tired one
3,upscale
2,emphasizes the Q in Quirky
2,a taste of what it 's like on the other side of the bra
1,It 's not a particularly good film
2,signing that dotted line
2,What you expect is just what you get
4,Humorous and heartfelt
2,been marshaled in the service of such a minute idea
1,falls short in building the drama of Lilia 's journey
4,Washington demands and receives excellent performances
3,that first made audiences on both sides of the Atlantic love him
2,# 3
1,that one eventually resents having to inhale this gutter romancer 's secondhand material
1,dim-witted and
0,flounders
3,hilariously
3,closed
2,while walking around a foreign city with stunning architecture
3,its visual delights
2,could have planned for
2,than Conan the Barbarian
2,comments
2,by Dustin Hoffman that is revelatory
3,even the stuffiest cinema goers
0,how thoroughly unrewarding all of this
3,intriguing curiosity
2,is about as deep
2,Hugh Goo
2,a procession of stagy set pieces stacked with binary oppositions
1,dopey
3,comedy spectacle
0,a disaster
2,is n't nearly as terrible
1,bad sign
2,been given
2,see .
3,with a moral
4,fluid and mesmerizing
3,incredibly
3,gracefully
3,the right to be favorably compared to Das Boot
1,Limps along
1,has infiltrated every corner of society -- and not always for the better
1,wander about in thick clouds of denial
0,can be as tiresome as 9 seconds of Jesse Helms ' anti- Castro
0,are less than adorable
3,a youthful and good-looking diva
3,Wonder of wonders -- a teen movie with a humanistic message .
2,a more streamlined
1,the horrors of the killing field and the barbarism of ` ethnic cleansing
2,smash 'em
2,no matter how degraded things get .
1,it does not achieve the kind of dramatic unity that transports you .
1,is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .
4,staggeringly well-produced
2,cad
3,The filmmakers ' eye for detail and
3,-LRB- Jaglom 's -RRB- better efforts
1,Argentine retread
3,high-concept
2,Eddie Murphy and Robert DeNiro in Showtime
2,to and about others
2,a few bits funnier
3,the odds and the human spirit triumphs
1,feel like it 's wasted yours
4,many genuine cackles
2,the film 's most effective aspects
2,small pot
3,reap more rewards
2,Night Live-style parody
3,subtle ironies
3,A polished and vastly entertaining caper
1,with a sickening thud
2,be `` Last Tango in Paris '' but
2,Gyllenhaal
1,may not be pleased
2,Caruso
1,too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience
3,An ambitious ` what if ? '
2,a skateboard film as social anthropology
2,genre exercise
3,of its aspiration to be a true ` epic '
2,that the marginal members of society
3,is a hoot
2,crime movies
2,budget B-movie thrillers of the 1950s and '60s
2,possible
2,little harm
2,The film 's stagecrafts
2,of the Pierce Brosnan James Bond
2,super-wealthy megalomaniac bent
2,ardent
2,of brusqueness
3,summery
1,do little to salvage this filmmaker 's flailing reputation .
3,interesting cinematic devices
2,as dramatic
2,witnessed
2,Avary 's
2,All of the elements
2,destiny
0,Wildly incompetent
3,Swedish
3,Visually striking and
2,just one word
2,on the sequel
1,are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .
2,movie formulas
0,incredibly irritating comedy
